Date,Price,Open,High,Low,Volume,Chg%
11-12-2020,4932.4,4915,4943.8,4887.5,9.68K,0.50%
14-12-2020,4893.9,4910.1,4913.3,4860.2,9.95K,-0.78%
15-12-2020,4944.3,4903.5,4958.9,4900.7,9.97K,1.03%
16-12-2020,4959.7,4951,4985,4945.2,11.58K,0.31%
17-12-2020,5039,4972,5064.2,4972,12.91K,1.60%
18-12-2020,5030.4,5031.9,5046.9,5010.5,7.91K,-0.17%
21-12-2020,5041.6,5051.5,5100.9,4971.2,15.05K,0.22%
22-12-2020,5008.1,5052.7,5054,4992.3,9.65K,-0.66%
23-12-2020,5014.9,5004.2,5028,4968,11.40K,0.14%
24-12-2020,5007.3,5015.1,5018.6,4987.8,7.96K,-0.15%
28-12-2020,5001.3,5020,5058,4991.5,11.88K,-0.12%
29-12-2020,5003.9,5005.1,5019.5,4986,9.45K,0.05%
30-12-2020,5013.5,5017.9,5017.9,4985.7,7.42K,0.19%
31-12-2020,5015.1,5005.9,5029,5000.2,7.02K,0.03%
01-01-2021,5024.4,5018,5028,5012.8,1.23K,0.19%
04-01-2021,5142.4,5030,5149,5030,12.99K,2.35%
05-01-2021,5172,5139.7,5178,5133.3,10.60K,0.58%
06-01-2021,5050.9,5155.5,5187.5,5040.1,19.22K,-2.34%
07-01-2021,5090.4,5074,5104.6,5066,10.82K,0.78%
08-01-2021,4896.7,5075.5,5079.9,4881.8,19.74K,-3.81%
11-01-2021,4934.1,4878.6,4939,4863.5,11.77K,0.76%
12-01-2021,4904.5,4932,4957,4893.3,9.18K,-0.60%
13-01-2021,4930.5,4913,4944.7,4913,7.23K,0.53%
14-01-2021,4922.1,4900,4926.8,4875.1,10.47K,-0.17%
15-01-2021,4870.2,4908.8,4932.7,4853.7,11.33K,-1.05%
18-01-2021,4889.4,4866.9,4899.5,4860.8,6.33K,0.39%
19-01-2021,4898.3,4896.5,4907,4875,8.03K,0.18%
20-01-2021,4953.4,4907.7,4964,4880.1,13.56K,1.12%
21-01-2021,4944.8,4969.9,4976.5,4932.3,8.75K,-0.17%
22-01-2021,4914,4935.5,4939.9,4868.5,11.64K,-0.62%
25-01-2021,4914.3,4915.5,4934.6,4892.5,8.73K,0.01%
27-01-2021,4886.5,4890.3,4898,4851.1,9.42K,-0.57%
28-01-2021,4862.4,4870,4929,4852.1,10.26K,-0.49%
29-01-2021,4909.6,4862.4,4948.5,4862.4,8.26K,0.97%
01-02-2021,4839.4,4937,4940,4720,0.99K,-1.43%
02-02-2021,4775.1,4826.5,4826.5,4760.6,0.07K,-1.33%
03-02-2021,4775,4792.5,4795.5,4772.5,0.04K,0.00%
04-02-2021,4696.5,4740,4740,4660,0.01K,-1.64%
05-02-2021,4707.8,4707.5,4708,4707.5,0.00K,0.24%
08-02-2021,4783.9,4715.2,4795.7,4715.2,10.41K,1.62%
09-02-2021,4794.8,4800,4823.5,4777.9,9.55K,0.23%
10-02-2021,4801.3,4800,4837.4,4782.2,10.33K,0.14%
11-02-2021,4750.8,4783.7,4810,4745.6,8.90K,-1.05%
12-02-2021,4731.8,4741.1,4758.6,4711.1,9.55K,-0.40%
15-02-2021,4724.1,4743.6,4745.5,4720.2,6.16K,-0.16%
16-02-2021,4689.9,4740.9,4748,4668.2,13.85K,-0.72%
17-02-2021,4623.7,4680,4680,4616.2,12.29K,-1.41%
18-02-2021,4612.6,4640.9,4649.8,4601.1,10.06K,-0.24%
19-02-2021,4619.7,4598.6,4649,4586.1,11.11K,0.15%
22-02-2021,4690.1,4633.5,4696.6,4623.8,12.75K,1.52%
23-02-2021,4680.2,4697.3,4698.5,4658.9,8.95K,-0.21%
24-02-2021,4652.2,4680.8,4685.7,4626.8,11.49K,-0.60%
25-02-2021,4624.1,4644.3,4665.5,4606,13.83K,-0.60%
26-02-2021,4573.6,4634,4668.9,4561.1,17.95K,-1.09%
01-03-2021,4530.8,4600,4613.9,4521.5,11.65K,-0.94%
02-03-2021,4554.8,4506.6,4565,4497.5,12.35K,0.53%
03-03-2021,4494.8,4552.4,4554.4,4456.1,12.64K,-1.32%
04-03-2021,4454.1,4473.5,4496.2,4447.1,12.20K,-0.91%
05-03-2021,4468.3,4444.4,4472,4421.7,11.92K,0.32%
08-03-2021,4421.8,4475.6,4478,4415,10.35K,-1.04%
09-03-2021,4485.7,4434.9,4496.3,4426.3,11.35K,1.45%
10-03-2021,4479.2,4473,4494.4,4463,8.86K,-0.14%
11-03-2021,4487.9,4495,4516.7,4477.4,5.58K,0.19%
12-03-2021,4475,4474.1,4478.5,4427.1,9.79K,-0.29%
15-03-2021,4490,4479,4504.7,4473,8.09K,0.34%
16-03-2021,4481.3,4495,4508.6,4476.6,7.82K,-0.19%
17-03-2021,4484,4489,4503.7,4475.6,6.44K,0.06%
18-03-2021,4495.1,4489.2,4529.9,4462.6,9.76K,0.25%
19-03-2021,4502.1,4492.8,4513.7,4480.1,7.52K,0.16%
22-03-2021,4490.5,4497.4,4504,4463,7.03K,-0.26%
23-03-2021,4464.6,4478.6,4499.5,4459,7.96K,-0.58%
24-03-2021,4486,4480,4489.5,4467.3,7.25K,0.48%
25-03-2021,4469.5,4489.2,4502.8,4460.1,9.09K,-0.37%
26-03-2021,4464.2,4463.5,4478.8,4444.1,8.12K,-0.12%
29-03-2021,4354.5,4452,4455,4332,3.70K,-2.46%
30-03-2021,4387.3,4366.9,4430,4366.9,0.41K,0.75%
31-03-2021,4463.7,4387,4467.2,4371.1,0.06K,1.74%
01-04-2021,4476.7,4465,4486.5,4465,0.03K,0.29%
05-04-2021,4498.1,4490,4505,4488.6,0.01K,0.48%
06-04-2021,4591.9,4542,4597.4,4542,6.75K,2.09%
07-04-2021,4636.2,4576.6,4642,4574.2,8.12K,0.96%
08-04-2021,4683.8,4629.9,4690,4624,9.52K,1.03%
09-04-2021,4659.3,4676.6,4688.7,4631.4,8.59K,-0.52%
12-04-2021,4641.9,4654.5,4677.7,4640,7.99K,-0.37%
13-04-2021,4697.5,4645,4703.3,4636.7,7.68K,1.20%
14-04-2021,4660.8,4685.1,4693,4655.6,3.86K,-0.78%
15-04-2021,4717.5,4668,4727.9,4668,8.94K,1.22%
16-04-2021,4735.3,4709.9,4743.2,4682,8.24K,0.38%
19-04-2021,4739.3,4735.3,4785,4728,8.97K,0.08%
20-04-2021,4785.7,4742.4,4790.1,4712.8,10.15K,0.98%
21-04-2021,4822.8,4793.9,4842.9,4793.6,4.55K,0.78%
22-04-2021,4777.2,4825.2,4826,4766,7.81K,-0.95%
23-04-2021,4753.2,4788.5,4802.6,4738.4,8.16K,-0.50%
26-04-2021,4746.2,4760.4,4765,4725.3,5.78K,-0.15%
27-04-2021,4730.3,4746.5,4751.5,4727.3,5.45K,-0.34%
28-04-2021,4709.3,4715,4727.3,4680,6.87K,-0.44%
29-04-2021,4672.6,4724.5,4729.9,4646.2,9.58K,-0.78%
30-04-2021,4673.7,4674.3,4681.9,4660.5,6.33K,0.02%
03-05-2021,4731.9,4692.1,4745,4692.1,8.62K,1.25%
04-05-2021,4687.1,4722.6,4745.1,4671.7,9.93K,-0.95%
05-05-2021,4700,4697.9,4704.6,4665,6.59K,0.28%
06-05-2021,4759.5,4707.2,4764.3,4700,9.94K,1.27%
07-05-2021,4775.1,4765.4,4805,4752,10.60K,0.33%
10-05-2021,4795.1,4782,4814.4,4775.5,6.99K,0.42%
11-05-2021,4763.3,4795.2,4801.3,4732.5,9.71K,-0.66%
12-05-2021,4748.2,4749.7,4786.2,4737.4,7.50K,-0.32%
13-05-2021,4743.8,4735.6,4753,4721.1,3.60K,-0.09%
14-05-2021,4767.6,4736.8,4771.1,4733.7,5.88K,0.50%
17-05-2021,4847.4,4798.9,4849.9,4791,8.42K,1.67%
18-05-2021,4830.7,4841.9,4849,4821.5,5.74K,-0.34%
19-05-2021,4867.4,4826.1,4887.5,4795,10.51K,0.76%
20-05-2021,4854.4,4859.8,4866.5,4826.9,6.11K,-0.27%
21-05-2021,4840.4,4833.6,4867,4823,6.90K,-0.29%
24-05-2021,4855.3,4845,4864,4836.8,4.35K,0.31%
25-05-2021,4886.7,4842.5,4889.4,4833.3,8.13K,0.65%
26-05-2021,4878.4,4906.7,4922,4866.6,7.21K,-0.17%
27-05-2021,4858.1,4875.1,4887,4845.1,7.69K,-0.42%
28-05-2021,4854.2,4843.2,4860.3,4825,5.62K,-0.08%
31-05-2021,4882.1,4869,4896.7,4854,1.03K,0.57%
01-06-2021,4899.5,4904.9,4922.5,4871,0.07K,0.36%
02-06-2021,4915.4,4910,4922,4907.5,0.01K,0.32%
03-06-2021,4899,4916.3,4967,4857,0.01K,-0.33%
04-06-2021,4860,4860,4860,4860,0.00K,-0.80%
07-06-2021,4914.3,4894.7,4917.5,4878.2,4.08K,1.12%
08-06-2021,4912.7,4914.6,4935,4893.2,6.27K,-0.03%
09-06-2021,4912.4,4915,4926.9,4902.4,5.04K,-0.01%
10-06-2021,4919.8,4901.8,4926.3,4867.5,8.79K,0.15%
11-06-2021,4890.3,4928.3,4939.9,4886.5,6.85K,-0.60%
14-06-2021,4852.3,4875,4875,4810.5,9.04K,-0.78%
15-06-2021,4842.4,4850.9,4873.2,4834.8,6.08K,-0.20%
16-06-2021,4850.6,4845.8,4856.5,4836.7,4.64K,0.17%
17-06-2021,4695.8,4825,4825,4674.4,12.51K,-3.19%
18-06-2021,4672.8,4714.7,4738.7,4666.8,7.70K,-0.49%
21-06-2021,4707.4,4690,4715.5,4663.3,6.01K,0.74%
22-06-2021,4701.1,4717.8,4724.7,4686.9,6.37K,-0.13%
23-06-2021,4707.2,4709.3,4731.8,4696.2,6.66K,0.13%
24-06-2021,4687,4695,4715.9,4681.1,6.14K,-0.43%
25-06-2021,4692.5,4694.8,4721.3,4683.5,6.80K,0.12%
28-06-2021,4700.8,4696.5,4711.8,4686.5,5.49K,0.18%
29-06-2021,4655.5,4688,4697,4633,9.76K,-0.96%
30-06-2021,4683.9,4659.4,4693.3,4646.1,6.35K,0.61%
01-07-2021,4703.9,4693,4721,4690.3,6.30K,0.43%
02-07-2021,4728.5,4713.9,4751.5,4713.9,7.29K,0.52%
05-07-2021,4729.9,4734.9,4742.5,4725,3.43K,0.03%
06-07-2021,4768.4,4735,4800,4735,9.36K,0.81%
07-07-2021,4791,4776.1,4799.9,4765.5,6.20K,0.47%
08-07-2021,4772.1,4775.9,4829,4760.1,11.00K,-0.39%
09-07-2021,4792.3,4784.4,4794.8,4762.1,6.56K,0.42%
12-07-2021,4777.4,4780.7,4787,4747.7,8.36K,-0.31%
13-07-2021,4788.9,4787.5,4807.1,4771.5,8.41K,0.24%
14-07-2021,4829.9,4798.2,4836.9,4793,8.40K,0.86%
15-07-2021,4840,4827,4850.1,4816,6.86K,0.21%
16-07-2021,4805.3,4837.8,4838.9,4797.5,7.59K,-0.72%
19-07-2021,4809.4,4808.3,4823.6,4778,8.75K,0.09%
20-07-2021,4787.6,4824,4829.5,4777.1,7.87K,-0.45%
21-07-2021,4757.3,4775,4775,4750,3.75K,-0.63%
22-07-2021,4763.4,4750,4769,4730.1,7.00K,0.13%
23-07-2021,4753.4,4757.5,4772,4730,6.48K,-0.21%
26-07-2021,4746.1,4764.7,4778.4,4742,6.82K,-0.15%
27-07-2021,4757.3,4744.6,4764.2,4736.7,7.10K,0.24%
28-07-2021,4757.7,4761,4768.9,4747,4.49K,0.01%
29-07-2021,4828.1,4772,4831,4769,5.82K,1.48%
30-07-2021,4784.6,4828.1,4830.4,4775.1,1.55K,-0.90%
02-08-2021,4804.5,4778,4813,4772.5,0.02K,0.42%
03-08-2021,4781.7,4790,4804.9,4776,0.02K,-0.47%
04-08-2021,4811.1,4777,4829.9,4777,0.02K,0.61%
05-08-2021,4845,4845,4845,4845,0.00K,0.70%
06-08-2021,4664,4750,4757.4,4655.6,10.80K,-3.74%
09-08-2021,4588.6,4631.1,4638.6,4581.5,9.65K,-1.62%
10-08-2021,4596.2,4600,4611.2,4566.2,6.32K,0.17%
